Sat Jun 10 01:23:23 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.4375, loss_tr: 20923, loss_t: 17899.6, testing: 0.166667, t2y: 0.5
seq2, epoch2, step: 190, training: 0.875, loss_tr: 1895.86, loss_t: 598.178, testing: 0.888889, t2y: 1
seq2, epoch2, step: 200, training: 0.8125, loss_tr: 2776.57, loss_t: 146.656, testing: 0.833333, t2y: 0.833333
seq2, epoch2, step: 210, training: 0.875, loss_tr: 2320.98, loss_t: 17.8474, testing: 0.833333, t2y: 1
seq2, epoch2, step: 220, training: 0.8125, loss_tr: 1895.24, loss_t: 17.8474, testing: 0.833333, t2y: 1
seq2, epoch2, step: 230, training: 1, loss_tr: 1343.17, loss_t: 116.91, testing: 0.888889, t2y: 1
seq2, epoch3, step: 240, training: 0.9375, loss_tr: 1402.59, loss_t: 116.91, testing: 0.944444, t2y: 1
seq2, epoch3, step: 250, training: 0.9375, loss_tr: 1147.05, loss_t: 116.91, testing: 0.944444, t2y: 1
seq2, epoch3, step: 260, training: 0.9375, loss_tr: 979.827, loss_t: 4.75816, testing: 1, t2y: 1
seq2, epoch3, step: 270, training: 1, loss_tr: 620.492, loss_t: 44.0708, testing: 0.944444, t2y: 0.833333
seq2, epoch3, step: 280, training: 0.8125, loss_tr: 476.445, loss_t: 65.4375, testing: 0.888889, t2y: 1
seq2, epoch3, step: 290, training: 0.9375, loss_tr: 567.502, loss_t: 60.6793, testing: 0.888889, t2y: 1
seq2, epoch3, step: 300, training: 1, loss_tr: 918.121, loss_t: 57.4263, testing: 0.888889, t2y: 1
seq2, epoch3, step: 310, training: 0.9375, loss_tr: 875.146, loss_t: 47.2958, testing: 0.888889, t2y: 0.833333
seq2, epoch4, step: 320, training: 1, loss_tr: 606.937, loss_t: 84.649, testing: 0.833333, t2y: 0.833333
seq2, epoch4, step: 330, training: 0.9375, loss_tr: 233.135, loss_t: 260.866, testing: 0.833333, t2y: 0.833333
seq2, epoch4, step: 340, training: 1, loss_tr: 359.1, loss_t: 447.312, testing: 0.833333, t2y: 0.833333
seq2, epoch4, step: 350, training: 1, loss_tr: 148.454, loss_t: 731.025, testing: 0.833333, t2y: 0.833333
seq2, epoch4, step: 360, training: 0.8125, loss_tr: 295.416, loss_t: 711.285, testing: 0.833333, t2y: 0.833333
seq2, epoch4, step: 370, training: 1, loss_tr: 169.451, loss_t: 513.603, testing: 0.888889, t2y: 1
seq2, epoch4, step: 380, training: 0.9375, loss_tr: 441.581, loss_t: 192.536, testing: 0.944444, t2y: 1
seq2, epoch4, step: 390, training: 0.875, loss_tr: 550.931, loss_t: 0, testing: 1, t2y: 1
seq2, epoch5, step: 400, training: 1, loss_tr: 609.464, loss_t: 0, testing: 1, t2y: 1
seq2, epoch5, step: 410, training: 1, loss_tr: 337.334, loss_t: 0, testing: 1, t2y: 1
seq2, epoch5, step: 420, training: 1, loss_tr: 150.601, loss_t: 0, testing: 1, t2y: 1
seq2, epoch5, step: 430, training: 0.9375, loss_tr: 141.527, loss_t: 108.456, testing: 0.944444, t2y: 0.833333
seq2, epoch5, step: 440, training: 1, loss_tr: 262.66, loss_t: 128.537, testing: 0.888889, t2y: 1
seq2, epoch5, step: 450, training: 1, loss_tr: 251.993, loss_t: 144.185, testing: 0.833333, t2y: 1
seq2, epoch5, step: 460, training: 0.875, loss_tr: 350.339, loss_t: 35.7289, testing: 0.888889, t2y: 1
seq2, epoch5, step: 470, training: 1, loss_tr: 425.809, loss_t: 15.6487, testing: 0.944444, t2y: 1
seq2, epoch6, step: 480, training: 1, loss_tr: 485.951, loss_t: 0, testing: 0.944444, t2y: 1
seq2, epoch6, step: 490, training: 1, loss_tr: 447.707, loss_t: 37.8963, testing: 0.888889, t2y: 1
seq2, epoch6, step: 500, training: 1, loss_tr: 309.911, loss_t: 37.8963, testing: 0.888889, t2y: 1
seq2, epoch6, step: 510, training: 0.9375, loss_tr: 168.367, loss_t: 37.8963, testing: 0.944444, t2y: 1
 
****************************************
current sequence is 3
****************************************
seq3, epoch0, step: 0, training: 0.3125, loss_tr: 23910, loss_t: 16356, testing: 0.166667, t2y: 0.333333
seq3, epoch0, step: 10, training: 0.3125, loss_tr: 25842, loss_t: 14311.9, testing: 0.222222, t2y: 0.666667
seq3, epoch0, step: 20, training: 0.4375, loss_tr: 24869.8, loss_t: 10961, testing: 0.222222, t2y: 0.333333
seq3, epoch0, step: 30, training: 0.5625, loss_tr: 22448.2, loss_t: 6476.72, testing: 0.333333, t2y: 0.666667
seq3, epoch0, step: 40, training: 0.5625, loss_tr: 18236.1, loss_t: 3395.99, testing: 0.388889, t2y: 0.833333
seq3, epoch0, step: 50, training: 0.625, loss_tr: 14357, loss_t: 2941.68, testing: 0.444444, t2y: 0.666667
seq3, epoch0, step: 60, training: 0.75, loss_tr: 11841.6, loss_t: 3021.77, testing: 0.444444, t2y: 0.666667
seq3, epoch0, step: 70, training: 0.6875, loss_tr: 9471.91, loss_t: 3711.17, testing: 0.444444, t2y: 0.5
seq3, epoch1, step: 80, training: 0.5, loss_tr: 7430.34, loss_t: 4369.12, testing: 0.444444, t2y: 0.5
seq3, epoch1, step: 90, training: 0.9375, loss_tr: 5193.21, loss_t: 4806.49, testing: 0.388889, t2y: 0.333333
seq3, epoch1, step: 100, training: 0.8125, loss_tr: 2988.72, loss_t: 5160.85, testing: 0.388889, t2y: 0.833333
seq3, epoch1, step: 110, training: 0.9375, loss_tr: 2299.52, loss_t: 3954.88, testing: 0.444444, t2y: 0.666667
seq3, epoch1, step: 120, training: 0.75, loss_tr: 1980.37, loss_t: 3908.91, testing: 0.5, t2y: 0.666667
seq3, epoch1, step: 130, training: 0.875, loss_tr: 2174.08, loss_t: 3876.87, testing: 0.555556, t2y: 0.666667
seq3, epoch1, step: 140, training: 0.6875, loss_tr: 3789.27, loss_t: 4269.81, testing: 0.611111, t2y: 0.666667
seq3, epoch1, step: 150, training: 0.625, loss_tr: 5112.51, loss_t: 3837.71, testing: 0.611111, t2y: 0.833333
seq3, epoch2, step: 160, training: 1, loss_tr: 4450.7, loss_t: 3158.07, testing: 0.555556, t2y: 0.5
seq3, epoch2, step: 170, training: 0.9375, loss_tr: 2667.08, loss_t: 1873.45, testing: 0.5, t2y: 0.833333
seq3, epoch2, step: 180, training: 0.875, loss_tr: 1518.02, loss_t: 1096.16, testing: 0.611111, t2y: 0.833333
seq3, epoch2, step: 190, training: 1, loss_tr: 2358.14, loss_t: 764.127, testing: 0.666667, t2y: 0.666667
seq3, epoch2, step: 200, training: 0.875, loss_tr: 2282.37, loss_t: 879.134, testing: 0.722222, t2y: 0.666667
seq3, epoch2, step: 210, training: 0.9375, loss_tr: 2127.04, loss_t: 1035.98, testing: 0.666667, t2y: 0.666667
seq3, epoch2, step: 220, training: 0.9375, loss_tr: 946.219, loss_t: 1187.79, testing: 0.666667, t2y: 0.666667
seq3, epoch2, step: 230, training: 1, loss_tr: 1418.08, loss_t: 1173.35, testing: 0.611111, t2y: 1
seq3, epoch3, step: 240, training: 0.8125, loss_tr: 1289.18, loss_t: 1503.16, testing: 0.611111, t2y: 0.666667
seq3, epoch3, step: 250, training: 0.9375, loss_tr: 1504.97, loss_t: 1632.04, testing: 0.555556, t2y: 0.666667
seq3, epoch3, step: 260, training: 1, loss_tr: 1774, loss_t: 1889.66, testing: 0.611111, t2y: 0.666667
seq3, epoch3, step: 270, training: 0.9375, loss_tr: 1601.7, loss_t: 1574.39, testing: 0.611111, t2y: 0.666667
seq3, epoch3, step: 280, training: 0.9375, loss_tr: 1365.24, loss_t: 1313.99, testing: 0.611111, t2y: 0.666667
seq3, epoch3, step: 290, training: 0.8125, loss_tr: 854.106, loss_t: 1093.6, testing: 0.555556, t2y: 0.666667
seq3, epoch3, step: 300, training: 1, loss_tr: 659.68, loss_t: 1001.92, testing: 0.444444, t2y: 0.833333
seq3, epoch3, step: 310, training: 0.875, loss_tr: 515.634, loss_t: 797.21, testing: 0.5, t2y: 0.833333
seq3, epoch4, step: 320, training: 1, loss_tr: 560.907, loss_t: 570.99, testing: 0.555556, t2y: 0.833333
seq3, epoch4, step: 330, training: 0.75, loss_tr: 1514.43, loss_t: 648.261, testing: 0.555556, t2y: 0.666667
seq3, epoch4, step: 340, training: 0.875, loss_tr: 1743.73, loss_t: 1133.97, testing: 0.555556, t2y: 0.833333
seq3, epoch4, step: 350, training: 0.9375, loss_tr: 1432.9, loss_t: 1277.7, testing: 0.555556, t2y: 0.833333
seq3, epoch4, step: 360, training: 1, loss_tr: 913.974, loss_t: 1259.03, testing: 0.666667, t2y: 0.666667
seq3, epoch4, step: 370, training: 1, loss_tr: 679.281, loss_t: 980.606, testing: 0.722222, t2y: 0.833333
seq3, epoch4, step: 380, training: 1, loss_tr: 571.366, loss_t: 922.751, testing: 0.777778, t2y: 0.833333
seq3, epoch4, step: 390, training: 0.9375, loss_tr: 502.598, loss_t: 682.534, testing: 0.833333, t2y: 0.833333
seq3, epoch5, step: 400, training: 1, loss_tr: 711.1, loss_t: 548.779, testing: 0.833333, t2y: 0.833333
seq3, epoch5, step: 410, training: 0.9375, loss_tr: 795.399, loss_t: 443.699, testing: 0.777778, t2y: 0.833333
seq3, epoch5, step: 420, training: 0.9375, loss_tr: 501.92, loss_t: 607.53, testing: 0.666667, t2y: 0.833333
seq3, epoch5, step: 430, training: 0.875, loss_tr: 175.113, loss_t: 609.468, testing: 0.5, t2y: 0.833333
seq3, epoch5, step: 440, training: 0.9375, loss_tr: 97.3768, loss_t: 693.366, testing: 0.555556, t2y: 0.833333
seq3, epoch5, step: 450, training: 1, loss_tr: 267.877, loss_t: 826.986, testing: 0.611111, t2y: 0.666667
seq3, epoch5, step: 460, training: 1, loss_tr: 468.287, loss_t: 874.254, testing: 0.722222, t2y: 0.833333
seq3, epoch5, step: 470, training: 1, loss_tr: 835.506, loss_t: 832.186, testing: 0.666667, t2y: 1
seq3, epoch6, step: 480, training: 1, loss_tr: 721.286, loss_t: 581.334, testing: 0.666667, t2y: 1
seq3, epoch6, step: 490, training: 1, loss_tr: 502.409, loss_t: 463.355, testing: 0.722222, t2y: 0.833333
seq3, epoch6, step: 500, training: 1, loss_tr: 128.629, loss_t: 509.63, testing: 0.777778, t2y: 0.833333
seq3, epoch6, step: 510, training: 1, loss_tr: 43.9286, loss_t: 486.791, testing: 0.833333, t2y: 0.833333
 
The list of Classification Accuracy: [1.0, 1.0, 0.83333333333333337]
 [1.0, 1.0, 0.83333333333333337]
 Mean Classification Accuracy is 0.944444444444, and top2 mean accuracy is 0.944444444444
__________________________________________________________________________________________________
 
-------------------------------------------------------------------------
---------------------------- RUN 2 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.3125, loss_tr: 24305.7, loss_t: 14309.6, testing: 0.166667, t2y: 0.333333
seq1, epoch0, step: 10, training: 0.5, loss_tr: 20764, loss_t: 12056.1, testing: 0.166667, t2y: 0.333333
seq1, epoch0, step: 20, training: 0.3125, loss_tr: 21220.8, loss_t: 11076.4, testing: 0.277778, t2y: 0.5
seq1, epoch0, step: 30, training: 0.5, loss_tr: 20381.1, loss_t: 6982.25, testing: 0.444444, t2y: 0.666667
seq1, epoch0, step: 40, training: 0.625, loss_tr: 19262.9, loss_t: 6148.99, testing: 0.555556, t2y: 0.666667
seq1, epoch0, step: 50, training: 0.625, loss_tr: 12930.7, loss_t: 2533.01, testing: 0.666667, t2y: 1
seq1, epoch0, step: 60, training: 0.6875, loss_tr: 9284.22, loss_t: 3890.51, testing: 0.666667, t2y: 0.833333
seq1, epoch0, step: 70, training: 0.6875, loss_tr: 8197.67, loss_t: 2299.58, testing: 0.722222, t2y: 1
seq1, epoch1, step: 80, training: 0.8125, loss_tr: 6855.51, loss_t: 2173.99, testing: 0.722222, t2y: 0.833333
seq1, epoch1, step: 90, training: 0.8125, loss_tr: 5911.76, loss_t: 746.769, testing: 0.666667, t2y: 1
seq1, epoch1, step: 100, training: 0.8125, loss_tr: 6384.19, loss_t: 786.95, testing: 0.666667, t2y: 0.833333
seq1, epoch1, step: 110, training: 0.875, loss_tr: 7036.09, loss_t: 797.715, testing: 0.666667, t2y: 1
seq1, epoch1, step: 120, training: 0.8125, loss_tr: 5496.05, loss_t: 191.756, testing: 0.833333, t2y: 1
seq1, epoch1, step: 130, training: 0.9375, loss_tr: 2781.77, loss_t: 274.08, testing: 0.888889, t2y: 0.833333
seq1, epoch1, step: 140, training: 0.9375, loss_tr: 1806.64, loss_t: 214.713, testing: 0.944444, t2y: 1
seq1, epoch1, step: 150, training: 0.875, loss_tr: 1754.77, loss_t: 214.713, testing: 0.888889, t2y: 0.833333
seq1, epoch2, step: 160, training: 0.9375, loss_tr: 3210.72, loss_t: 89.9308, testing: 0.888889, t2y: 0.833333
seq1, epoch2, step: 170, training: 1, loss_tr: 3061.83, loss_t: 99.8205, testing: 0.833333, t2y: 1
seq1, epoch2, step: 180, training: 0.9375, loss_tr: 2382.95, loss_t: 99.8205, testing: 0.888889, t2y: 1
seq1, epoch2, step: 190, training: 0.75, loss_tr: 2202.65, loss_t: 287.909, testing: 0.888889, t2y: 1
seq1, epoch2, step: 200, training: 1, loss_tr: 2390.02, loss_t: 278.02, testing: 0.944444, t2y: 1
seq1, epoch2, step: 210, training: 0.9375, loss_tr: 2175.14, loss_t: 278.02, testing: 0.888889, t2y: 1
seq1, epoch2, step: 220, training: 1, loss_tr: 1028.92, loss_t: 0, testing: 0.888889, t2y: 1
seq1, epoch2, step: 230, training: 0.75, loss_tr: 978.14, loss_t: 0, testing: 0.833333, t2y: 1
seq1, epoch3, step: 240, training: 0.9375, loss_tr: 1080.56, loss_t: 0, testing: 0.888889, t2y: 1
seq1, epoch3, step: 250, training: 1, loss_tr: 970.209, loss_t: 62.0177, testing: 0.888889, t2y: 1
seq1, epoch3, step: 260, training: 1, loss_tr: 759.963, loss_t: 62.0177, testing: 0.944444, t2y: 1
seq1, epoch3, step: 270, training: 1, loss_tr: 489.359, loss_t: 62.0177, testing: 0.944444, t2y: 1
seq1, epoch3, step: 280, training: 0.9375, loss_tr: 408.835, loss_t: 0, testing: 1, t2y: 1
seq1, epoch3, step: 290, training: 0.9375, loss_tr: 134.602, loss_t: 0, testing: 0.944444, t2y: 1
seq1, epoch3, step: 300, training: 0.8125, loss_tr: 184.811, loss_t: 0, testing: 0.944444, t2y: 1
seq1, epoch3, step: 310, training: 1, loss_tr: 565.22, loss_t: 0, testing: 0.944444, t2y: 1
seq1, epoch4, step: 320, training: 0.9375, loss_tr: 830.913, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 330, training: 1, loss_tr: 970.442, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 340, training: 0.9375, loss_tr: 773.66, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 350, training: 1, loss_tr: 825.586, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 360, training: 1, loss_tr: 716.894, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 370, training: 1, loss_tr: 833.952, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 380, training: 0.9375, loss_tr: 532.741, loss_t: 0, testing: 1, t2y: 1
seq1, epoch4, step: 390, training: 1, loss_tr: 872.234, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 400, training: 1, loss_tr: 526.534, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 410, training: 1, loss_tr: 459.402, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 420, training: 1, loss_tr: 181.372, loss_t: 0, testing: 1, t2y: 1
seq1, epoch5, step: 430, training: 1, loss_tr: 182.716, loss_t: 0, testing: 0.944444, t2y: 1
seq1, epoch5, step: 440, training: 1, loss_tr: 362.768, loss_t: 0, testing: 0.888889, t2y: 1
seq1, epoch5, step: 450, training: 1, loss_tr: 218.781, loss_t: 0, testing: 0.833333, t2y: 1
seq1, epoch5, step: 460, training: 1, loss_tr: 217.038, loss_t: 0, testing: 0.833333, t2y: 1
seq1, epoch5, step: 470, training: 1, loss_tr: 23.3404, loss_t: 0, testing: 0.888889, t2y: 1
seq1, epoch6, step: 480, training: 1, loss_tr: 24.3997, loss_t: 0, testing: 0.944444, t2y: 1
seq1, epoch6, step: 490, training: 1, loss_tr: 36.5025, loss_t: 0, testing: 1, t2y: 1
seq1, epoch6, step: 500, training: 1, loss_tr: 133.916, loss_t: 0, testing: 1, t2y: 1
seq1, epoch6, step: 510, training: 1, loss_tr: 178.024, loss_t: 0, testing: 1, t2y: 1
 
****************************************
current sequence is 2
****************************************
seq2, epoch0, step: 0, training: 0.4375, loss_tr: 21697.5, loss_t: 37294.4, testing: 0.166667, t2y: 0.333333
seq2, epoch0, step: 10, training: 0.3125, loss_tr: 23409.5, loss_t: 29373.4, testing: 0.166667, t2y: 0.5
seq2, epoch0, step: 20, training: 0.3125, loss_tr: 22048.8, loss_t: 19627.6, testing: 0.222222, t2y: 0.5
seq2, epoch0, step: 30, training: 0.5625, loss_tr: 17707.5, loss_t: 9018.83, testing: 0.222222, t2y: 0.333333
seq2, epoch0, step: 40, training: 0.6875, loss_tr: 13445.2, loss_t: 5512.15, testing: 0.222222, t2y: 0.666667
seq2, epoch0, step: 50, training: 0.8125, loss_tr: 12505, loss_t: 2948.64, testing: 0.388889, t2y: 1
seq2, epoch0, step: 60, training: 0.8125, loss_tr: 10767.7, loss_t: 1934.47, testing: 0.555556, t2y: 0.666667
seq2, epoch0, step: 70, training: 0.6875, loss_tr: 7772.15, loss_t: 1837.57, testing: 0.722222, t2y: 0.833333
seq2, epoch1, step: 80, training: 0.625, loss_tr: 4742.13, loss_t: 2195.24, testing: 0.722222, t2y: 0.833333
seq2, epoch1, step: 90, training: 0.6875, loss_tr: 5681.78, loss_t: 2057.66, testing: 0.722222, t2y: 0.833333
seq2, epoch1, step: 100, training: 0.9375, loss_tr: 6604.17, loss_t: 1150.78, testing: 0.833333, t2y: 1
seq2, epoch1, step: 110, training: 0.9375, loss_tr: 5885.01, loss_t: 849.368, testing: 0.722222, t2y: 0.833333
seq2, epoch1, step: 120, training: 0.9375, loss_tr: 6758.6, loss_t: 178.456, testing: 0.777778, t2y: 1
seq2, epoch1, step: 130, training: 0.8125, loss_tr: 5867.08, loss_t: 397.902, testing: 0.555556, t2y: 1
seq2, epoch1, step: 140, training: 0.8125, loss_tr: 5518.68, loss_t: 670.905, testing: 0.5, t2y: 0.666667
seq2, epoch1, step: 150, training: 0.9375, loss_tr: 2849.29, loss_t: 670.905, testing: 0.555556, t2y: 1
seq2, epoch2, step: 160, training: 0.9375, loss_tr: 1324.93, loss_t: 534.451, testing: 0.666667, t2y: 1
seq2, epoch2, step: 170, training: 0.75, loss_tr: 1057.54, loss_t: 82.9921, testing: 0.833333, t2y: 1
seq2, epoch2, step: 180, training: 0.875, loss_tr: 1624.97, loss_t: 159.076, testing: 0.777778, t2y: 1
seq2, epoch2, step: 190, training: 0.875, loss_tr: 2302.11, loss_t: 275.545, testing: 0.722222, t2y: 0.833333
seq2, epoch2, step: 200, training: 0.9375, loss_tr: 3214.27, loss_t: 275.545, testing: 0.722222, t2y: 1
seq2, epoch2, step: 210, training: 0.9375, loss_tr: 3150.33, loss_t: 199.46, testing: 0.777778, t2y: 1
seq2, epoch2, step: 220, training: 1, loss_tr: 2592.36, loss_t: 0, testing: 0.944444, t2y: 1
seq2, epoch2, step: 230, training: 1, loss_tr: 1668.59, loss_t: 277.167, testing: 0.888889, t2y: 1
seq2, epoch3, step: 240, training: 0.875, loss_tr: 1256.46, loss_t: 412.839, testing: 0.833333, t2y: 1
seq2, epoch3, step: 250, training: 1, loss_tr: 1245.04, loss_t: 470.075, testing: 0.777778, t2y: 1
seq2, epoch3, step: 260, training: 1, loss_tr: 1122.49, loss_t: 192.908, testing: 0.888889, t2y: 1
seq2, epoch3, step: 270, training: 1, loss_tr: 867.029, loss_t: 57.2368, testing: 0.944444, t2y: 1
seq2, epoch3, step: 280, training: 0.9375, loss_tr: 993.785, loss_t: 0, testing: 1, t2y: 1
seq2, epoch3, step: 290, training: 0.875, loss_tr: 648.487, loss_t: 34.3416, testing: 0.944444, t2y: 1
seq2, epoch3, step: 300, training: 0.9375, loss_tr: 591.838, loss_t: 34.3416, testing: 0.944444, t2y: 1
seq2, epoch3, step: 310, training: 1, loss_tr: 317.706, loss_t: 34.3416, testing: 0.944444, t2y: 1
seq2, epoch4, step: 320, training: 1, loss_tr: 538.526, loss_t: 0, testing: 1, t2y: 1
seq2, epoch4, step: 330, training: 1, loss_tr: 598.161, loss_t: 0, testing: 1, t2y: 1
seq2, epoch4, step: 340, training: 0.875, loss_tr: 773.51, loss_t: 0, testing: 1, t2y: 1
seq2, epoch4, step: 350, training: 0.9375, loss_tr: 702.252, loss_t: 0, testing: 1, t2y: 1
seq2, epoch4, step: 360, training: 1, loss_tr: 856.128, loss_t: 0, testing: 1, t2y: 1
seq2, epoch4, step: 370, training: 1, loss_tr: 618.746, loss_t: 0, testing: 1, t2y: 1
seq2, epoch4, step: 380, training: 1, loss_tr: 384.73, loss_t: 25.1992, testing: 0.944444, t2y: 1
seq2, epoch4, step: 390, training: 0.9375, loss_tr: 385.339, loss_t: 25.1992, testing: 0.944444, t2y: 1
seq2, epoch5, step: 400, training: 0.9375, loss_tr: 507.662, loss_t: 156.314, testing: 0.888889, t2y: 1
seq2, epoch5, step: 410, training: 0.9375, loss_tr: 769.341, loss_t: 131.115, testing: 0.944444, t2y: 1
seq2, epoch5, step: 420, training: 0.875, loss_tr: 480.346, loss_t: 131.115, testing: 0.944444, t2y: 1
seq2, epoch5, step: 430, training: 0.9375, loss_tr: 266.543, loss_t: 0, testing: 1, t2y: 1
seq2, epoch5, step: 440, training: 1, loss_tr: 30.8546, loss_t: 0, testing: 1, t2y: 1
seq2, epoch5, step: 450, training: 1, loss_tr: 351.534, loss_t: 0, testing: 1, t2y: 1
seq2, epoch5, step: 460, training: 1, loss_tr: 482.434, loss_t: 0, testing: 1, t2y: 1
seq2, epoch5, step: 470, training: 0.9375, loss_tr: 594.821, loss_t: 0, testing: 1, t2y: 1
seq2, epoch6, step: 480, training: 1, loss_tr: 336.604, loss_t: 0, testing: 1, t2y: 1
seq2, epoch6, step: 490, training: 1, loss_tr: 205.704, loss_t: 0, testing: 1, t2y: 1
seq2, epoch6, step: 500, training: 0.9375, loss_tr: 64.5336, loss_t: 0, testing: 1, t2y: 1
seq2, epoch6, step: 510, training: 1, loss_tr: 226.727, loss_t: 0, testing: 1, t2y: 1
 
****************************************
current sequence is 3
****************************************
seq3, epoch0, step: 0, training: 0.25, loss_tr: 22159.7, loss_t: 17332.4, testing: 0, t2y: 0.166667
seq3, epoch0, step: 10, training: 0.4375, loss_tr: 21137.3, loss_t: 15853.2, testing: 0.0555556, t2y: 0.5
seq3, epoch0, step: 20, training: 0.5, loss_tr: 19867.1, loss_t: 12942.9, testing: 0.166667, t2y: 0.5
seq3, epoch0, step: 30, training: 0.5625, loss_tr: 18487.4, loss_t: 8878.62, testing: 0.333333, t2y: 0.666667
seq3, epoch0, step: 40, training: 0.3125, loss_tr: 18503.2, loss_t: 7699.26, testing: 0.444444, t2y: 0.833333
seq3, epoch0, step: 50, training: 0.4375, loss_tr: 17395.7, loss_t: 7069.42, testing: 0.444444, t2y: 0.833333
seq3, epoch0, step: 60, training: 0.5, loss_tr: 13763.6, loss_t: 7000.12, testing: 0.444444, t2y: 0.5
seq3, epoch0, step: 70, training: 0.5625, loss_tr: 10896.5, loss_t: 6742.75, testing: 0.444444, t2y: 0.666667
seq3, epoch1, step: 80, training: 0.6875, loss_tr: 7609.71, loss_t: 5697.61, testing: 0.444444, t2y: 0.666667
seq3, epoch1, step: 90, training: 0.75, loss_tr: 6725.9, loss_t: 5356.08, testing: 0.388889, t2y: 0.5
seq3, epoch1, step: 100, training: 0.875, loss_tr: 3628.55, loss_t: 6158.88, testing: 0.333333, t2y: 0.666667
seq3, epoch1, step: 110, training: 0.75, loss_tr: 3851.16, loss_t: 5961.59, testing: 0.333333, t2y: 0.5
seq3, epoch1, step: 120, training: 0.8125, loss_tr: 3910.67, loss_t: 6796.07, testing: 0.388889, t2y: 0.666667
seq3, epoch1, step: 130, training: 0.9375, loss_tr: 4098.45, loss_t: 4285.07, testing: 0.5, t2y: 0.833333
seq3, epoch1, step: 140, training: 0.875, loss_tr: 2997.72, loss_t: 4198.29, testing: 0.611111, t2y: 0.833333
seq3, epoch1, step: 150, training: 1, loss_tr: 2109.45, loss_t: 3910.17, testing: 0.555556, t2y: 0.833333
seq3, epoch2, step: 160, training: 0.875, loss_tr: 2326.54, loss_t: 3655.21, testing: 0.5, t2y: 0.833333
seq3, epoch2, step: 170, training: 1, loss_tr: 2402.76, loss_t: 3542.08, testing: 0.444444, t2y: 1
seq3, epoch2, step: 180, training: 0.75, loss_tr: 2885.27, loss_t: 3234.97, testing: 0.555556, t2y: 0.833333
seq3, epoch2, step: 190, training: 1, loss_tr: 2103.46, loss_t: 3070.65, testing: 0.611111, t2y: 0.833333
seq3, epoch2, step: 200, training: 1, loss_tr: 1866.84, loss_t: 3207.94, testing: 0.666667, t2y: 0.833333
seq3, epoch2, step: 210, training: 1, loss_tr: 1144.69, loss_t: 2607.27, testing: 0.555556, t2y: 1
seq3, epoch2, step: 220, training: 0.8125, loss_tr: 2922.64, loss_t: 2942.79, testing: 0.5, t2y: 0.833333
seq3, epoch2, step: 230, training: 1, loss_tr: 2628.19, loss_t: 2701.79, testing: 0.444444, t2y: 1
seq3, epoch3, step: 240, training: 0.9375, loss_tr: 2437.68, loss_t: 2513.71, testing: 0.555556, t2y: 0.833333
seq3, epoch3, step: 250, training: 1, loss_tr: 864.471, loss_t: 2218.58, testing: 0.611111, t2y: 0.833333
seq3, epoch3, step: 260, training: 1, loss_tr: 690.798, loss_t: 2726.22, testing: 0.666667, t2y: 0.833333
seq3, epoch3, step: 270, training: 1, loss_tr: 1156.64, loss_t: 3197.24, testing: 0.666667, t2y: 0.833333
seq3, epoch3, step: 280, training: 1, loss_tr: 1321.87, loss_t: 3325.22, testing: 0.666667, t2y: 0.833333
seq3, epoch3, step: 290, training: 1, loss_tr: 1694.38, loss_t: 2855.9, testing: 0.666667, t2y: 0.833333
seq3, epoch3, step: 300, training: 0.75, loss_tr: 1105.99, loss_t: 2517.09, testing: 0.666667, t2y: 0.833333
seq3, epoch3, step: 310, training: 1, loss_tr: 957.294, loss_t: 2909.26, testing: 0.611111, t2y: 0.833333
seq3, epoch4, step: 320, training: 0.8125, loss_tr: 484.435, loss_t: 3393.51, testing: 0.555556, t2y: 0.833333
seq3, epoch4, step: 330, training: 0.875, loss_tr: 626.924, loss_t: 3743.51, testing: 0.5, t2y: 0.666667
seq3, epoch4, step: 340, training: 1, loss_tr: 445.426, loss_t: 3488.05, testing: 0.555556, t2y: 0.833333
seq3, epoch4, step: 350, training: 1, loss_tr: 589.875, loss_t: 3199.37, testing: 0.666667, t2y: 0.833333
seq3, epoch4, step: 360, training: 1, loss_tr: 362.07, loss_t: 3176.67, testing: 0.722222, t2y: 1
seq3, epoch4, step: 370, training: 1, loss_tr: 306.505, loss_t: 3045.5, testing: 0.777778, t2y: 0.833333
seq3, epoch4, step: 380, training: 0.9375, loss_tr: 217.182, loss_t: 2788.8, testing: 0.777778, t2y: 0.833333
seq3, epoch4, step: 390, training: 1, loss_tr: 742.556, loss_t: 2397.45, testing: 0.833333, t2y: 0.833333
