Sat Jun 10 12:13:42 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0, loss_tr: 3.06702, loss_t: 2.10415, testing: 0.333333, t2y: 0.333333
seq2, epoch1, step: 100, training: 0.9375, loss_tr: 1.39716, loss_t: 1.42186, testing: 0.333333, t2y: 0.666667
seq2, epoch1, step: 110, training: 0.4375, loss_tr: 1.5993, loss_t: 1.36708, testing: 0.388889, t2y: 0.666667
seq2, epoch1, step: 120, training: 0.5625, loss_tr: 1.57533, loss_t: 1.29547, testing: 0.444444, t2y: 0.666667
seq2, epoch1, step: 130, training: 0.5625, loss_tr: 1.63933, loss_t: 1.23467, testing: 0.444444, t2y: 0.666667
seq2, epoch1, step: 140, training: 0.6875, loss_tr: 1.32278, loss_t: 1.18849, testing: 0.5, t2y: 0.833333
seq2, epoch1, step: 150, training: 0.6875, loss_tr: 1.37639, loss_t: 1.19339, testing: 0.444444, t2y: 0.833333
seq2, epoch2, step: 160, training: 0.6875, loss_tr: 1.1683, loss_t: 1.15828, testing: 0.555556, t2y: 0.833333
seq2, epoch2, step: 170, training: 0.5625, loss_tr: 1.33227, loss_t: 1.14115, testing: 0.444444, t2y: 0.833333
seq2, epoch2, step: 180, training: 0.6875, loss_tr: 1.39618, loss_t: 1.05134, testing: 0.666667, t2y: 1
seq2, epoch2, step: 190, training: 0.75, loss_tr: 1.76984, loss_t: 1.00565, testing: 0.555556, t2y: 0.666667
seq2, epoch2, step: 200, training: 0.875, loss_tr: 1.66969, loss_t: 0.964002, testing: 0.666667, t2y: 0.666667
seq2, epoch2, step: 210, training: 0.75, loss_tr: 1.44637, loss_t: 0.973784, testing: 0.5, t2y: 0.833333
seq2, epoch2, step: 220, training: 0.9375, loss_tr: 1.04285, loss_t: 0.952979, testing: 0.611111, t2y: 0.833333
seq2, epoch2, step: 230, training: 0.8125, loss_tr: 0.935642, loss_t: 0.920282, testing: 0.611111, t2y: 1
seq2, epoch3, step: 240, training: 0.875, loss_tr: 0.98413, loss_t: 0.900933, testing: 0.611111, t2y: 0.666667
seq2, epoch3, step: 250, training: 0.875, loss_tr: 0.952809, loss_t: 0.905075, testing: 0.611111, t2y: 0.833333
seq2, epoch3, step: 260, training: 1, loss_tr: 0.940096, loss_t: 0.894418, testing: 0.555556, t2y: 1
seq2, epoch3, step: 270, training: 0.8125, loss_tr: 0.994687, loss_t: 0.848541, testing: 0.611111, t2y: 1
seq2, epoch3, step: 280, training: 0.9375, loss_tr: 0.927651, loss_t: 0.805466, testing: 0.555556, t2y: 1
seq2, epoch3, step: 290, training: 1, loss_tr: 0.942524, loss_t: 0.801427, testing: 0.611111, t2y: 0.666667
seq2, epoch3, step: 300, training: 0.8125, loss_tr: 0.924371, loss_t: 0.799929, testing: 0.611111, t2y: 0.833333
seq2, epoch3, step: 310, training: 0.8125, loss_tr: 1.0242, loss_t: 0.79127, testing: 0.611111, t2y: 1
seq2, epoch4, step: 320, training: 1, loss_tr: 0.863024, loss_t: 0.752543, testing: 0.666667, t2y: 1
seq2, epoch4, step: 330, training: 0.9375, loss_tr: 0.787415, loss_t: 0.753903, testing: 0.611111, t2y: 0.833333
seq2, epoch4, step: 340, training: 1, loss_tr: 0.723939, loss_t: 0.738803, testing: 0.666667, t2y: 0.833333
seq2, epoch4, step: 350, training: 0.875, loss_tr: 0.817193, loss_t: 0.726948, testing: 0.611111, t2y: 0.833333
seq2, epoch4, step: 360, training: 0.875, loss_tr: 0.776312, loss_t: 0.690644, testing: 0.666667, t2y: 1
seq2, epoch4, step: 370, training: 0.9375, loss_tr: 0.775772, loss_t: 0.683802, testing: 0.666667, t2y: 0.666667
seq2, epoch4, step: 380, training: 1, loss_tr: 0.67184, loss_t: 0.673946, testing: 0.666667, t2y: 0.833333
seq2, epoch4, step: 390, training: 0.9375, loss_tr: 0.626741, loss_t: 0.657093, testing: 0.666667, t2y: 1
seq2, epoch5, step: 400, training: 0.75, loss_tr: 0.694328, loss_t: 0.644342, testing: 0.611111, t2y: 1
seq2, epoch5, step: 410, training: 1, loss_tr: 0.71576, loss_t: 0.652312, testing: 0.611111, t2y: 0.666667
seq2, epoch5, step: 420, training: 1, loss_tr: 0.675052, loss_t: 0.650138, testing: 0.611111, t2y: 0.666667
seq2, epoch5, step: 430, training: 0.875, loss_tr: 0.581431, loss_t: 0.62278, testing: 0.666667, t2y: 0.833333
seq2, epoch5, step: 440, training: 0.9375, loss_tr: 0.576359, loss_t: 0.586214, testing: 0.666667, t2y: 0.833333
seq2, epoch5, step: 450, training: 1, loss_tr: 0.5711, loss_t: 0.583055, testing: 0.666667, t2y: 0.833333
seq2, epoch5, step: 460, training: 0.9375, loss_tr: 0.470436, loss_t: 0.578224, testing: 0.666667, t2y: 0.833333
seq2, epoch5, step: 470, training: 0.9375, loss_tr: 0.438478, loss_t: 0.561977, testing: 0.666667, t2y: 1
seq2, epoch6, step: 480, training: 0.9375, loss_tr: 0.486618, loss_t: 0.542685, testing: 0.611111, t2y: 0.833333
seq2, epoch6, step: 490, training: 0.9375, loss_tr: 0.520001, loss_t: 0.52661, testing: 0.666667, t2y: 1
seq2, epoch6, step: 500, training: 1, loss_tr: 0.535653, loss_t: 0.526381, testing: 0.666667, t2y: 1
seq2, epoch6, step: 510, training: 0.875, loss_tr: 0.563122, loss_t: 0.516712, testing: 0.722222, t2y: 1
 
****************************************
current sequence is 3
****************************************
seq3, epoch0, step: 0, training: 0.4375, loss_tr: 2.23191, loss_t: 2.88959, testing: 0.166667, t2y: 0.333333
seq3, epoch0, step: 10, training: 0.3125, loss_tr: 2.43827, loss_t: 2.63665, testing: 0.166667, t2y: 0.333333
seq3, epoch0, step: 20, training: 0.1875, loss_tr: 2.72733, loss_t: 2.32687, testing: 0.111111, t2y: 0.333333
seq3, epoch0, step: 30, training: 0.1875, loss_tr: 2.82452, loss_t: 2.01356, testing: 0.0555556, t2y: 0.166667
seq3, epoch0, step: 40, training: 0.4375, loss_tr: 2.69298, loss_t: 1.91524, testing: 0, t2y: 0.5
seq3, epoch0, step: 50, training: 0.5625, loss_tr: 2.5716, loss_t: 1.85834, testing: 0, t2y: 0.666667
seq3, epoch0, step: 60, training: 0.1875, loss_tr: 2.18412, loss_t: 1.80392, testing: 0.0555556, t2y: 0.666667
seq3, epoch0, step: 70, training: 0.375, loss_tr: 2.05943, loss_t: 1.77538, testing: 0.111111, t2y: 0.333333
seq3, epoch1, step: 80, training: 0.5625, loss_tr: 1.92843, loss_t: 1.73698, testing: 0.222222, t2y: 0.5
seq3, epoch1, step: 90, training: 0.4375, loss_tr: 1.95529, loss_t: 1.66444, testing: 0.277778, t2y: 0.5
seq3, epoch1, step: 100, training: 0.5, loss_tr: 1.88244, loss_t: 1.62798, testing: 0.333333, t2y: 0.5
seq3, epoch1, step: 110, training: 0.5, loss_tr: 1.84067, loss_t: 1.53343, testing: 0.333333, t2y: 0.833333
seq3, epoch1, step: 120, training: 0.5625, loss_tr: 2.00763, loss_t: 1.43907, testing: 0.388889, t2y: 1
seq3, epoch1, step: 130, training: 0.875, loss_tr: 1.76257, loss_t: 1.32403, testing: 0.444444, t2y: 0.666667
seq3, epoch1, step: 140, training: 0.6875, loss_tr: 1.57613, loss_t: 1.31688, testing: 0.388889, t2y: 0.5
seq3, epoch1, step: 150, training: 0.625, loss_tr: 1.33346, loss_t: 1.29251, testing: 0.333333, t2y: 0.833333
seq3, epoch2, step: 160, training: 0.625, loss_tr: 1.45613, loss_t: 1.24683, testing: 0.333333, t2y: 1
seq3, epoch2, step: 170, training: 0.625, loss_tr: 1.33356, loss_t: 1.18187, testing: 0.5, t2y: 0.666667
seq3, epoch2, step: 180, training: 0.875, loss_tr: 1.36641, loss_t: 1.17056, testing: 0.555556, t2y: 0.666667
seq3, epoch2, step: 190, training: 0.875, loss_tr: 1.24192, loss_t: 1.14681, testing: 0.555556, t2y: 1
seq3, epoch2, step: 200, training: 0.625, loss_tr: 1.22421, loss_t: 1.13291, testing: 0.5, t2y: 0.666667
seq3, epoch2, step: 210, training: 0.6875, loss_tr: 1.16104, loss_t: 1.08925, testing: 0.5, t2y: 0.666667
seq3, epoch2, step: 220, training: 0.625, loss_tr: 1.22968, loss_t: 1.07887, testing: 0.555556, t2y: 0.833333
seq3, epoch2, step: 230, training: 0.75, loss_tr: 1.22079, loss_t: 1.04587, testing: 0.611111, t2y: 1
seq3, epoch3, step: 240, training: 0.9375, loss_tr: 1.09602, loss_t: 1.05541, testing: 0.666667, t2y: 0.666667
seq3, epoch3, step: 250, training: 0.8125, loss_tr: 0.92125, loss_t: 1.04145, testing: 0.611111, t2y: 0.833333
seq3, epoch3, step: 260, training: 0.75, loss_tr: 0.943563, loss_t: 1.02452, testing: 0.611111, t2y: 0.833333
seq3, epoch3, step: 270, training: 0.75, loss_tr: 1.05458, loss_t: 1.0184, testing: 0.611111, t2y: 1
seq3, epoch3, step: 280, training: 0.625, loss_tr: 1.1581, loss_t: 0.981761, testing: 0.666667, t2y: 0.833333
seq3, epoch3, step: 290, training: 0.9375, loss_tr: 0.957191, loss_t: 0.911091, testing: 0.722222, t2y: 1
seq3, epoch3, step: 300, training: 0.875, loss_tr: 0.867467, loss_t: 0.845358, testing: 0.722222, t2y: 1
seq3, epoch3, step: 310, training: 0.6875, loss_tr: 0.769067, loss_t: 0.884833, testing: 0.722222, t2y: 0.666667
seq3, epoch4, step: 320, training: 0.875, loss_tr: 0.903211, loss_t: 0.939273, testing: 0.611111, t2y: 0.833333
seq3, epoch4, step: 330, training: 0.9375, loss_tr: 0.894258, loss_t: 0.899525, testing: 0.666667, t2y: 1
seq3, epoch4, step: 340, training: 0.875, loss_tr: 0.862953, loss_t: 0.830108, testing: 0.666667, t2y: 1
seq3, epoch4, step: 350, training: 0.875, loss_tr: 0.809145, loss_t: 0.799467, testing: 0.722222, t2y: 1
seq3, epoch4, step: 360, training: 0.75, loss_tr: 0.675052, loss_t: 0.840127, testing: 0.611111, t2y: 0.666667
seq3, epoch4, step: 370, training: 1, loss_tr: 0.671014, loss_t: 0.821834, testing: 0.666667, t2y: 1
seq3, epoch4, step: 380, training: 1, loss_tr: 0.632543, loss_t: 0.773032, testing: 0.722222, t2y: 1
seq3, epoch4, step: 390, training: 0.875, loss_tr: 0.686663, loss_t: 0.747003, testing: 0.777778, t2y: 1
seq3, epoch5, step: 400, training: 1, loss_tr: 0.557498, loss_t: 0.712603, testing: 0.777778, t2y: 1
seq3, epoch5, step: 410, training: 0.9375, loss_tr: 0.60627, loss_t: 0.689555, testing: 0.777778, t2y: 1
seq3, epoch5, step: 420, training: 1, loss_tr: 0.587271, loss_t: 0.65184, testing: 0.833333, t2y: 1
seq3, epoch5, step: 430, training: 1, loss_tr: 0.667122, loss_t: 0.694481, testing: 0.777778, t2y: 0.833333
seq3, epoch5, step: 440, training: 0.9375, loss_tr: 0.45578, loss_t: 0.734548, testing: 0.722222, t2y: 0.833333
seq3, epoch5, step: 450, training: 0.9375, loss_tr: 0.576375, loss_t: 0.751865, testing: 0.666667, t2y: 1
seq3, epoch5, step: 460, training: 1, loss_tr: 0.546361, loss_t: 0.719997, testing: 0.666667, t2y: 1
seq3, epoch5, step: 470, training: 1, loss_tr: 0.631401, loss_t: 0.668977, testing: 0.722222, t2y: 1
seq3, epoch6, step: 480, training: 0.9375, loss_tr: 0.48088, loss_t: 0.619695, testing: 0.777778, t2y: 1
seq3, epoch6, step: 490, training: 0.9375, loss_tr: 0.576343, loss_t: 0.632036, testing: 0.777778, t2y: 1
seq3, epoch6, step: 500, training: 1, loss_tr: 0.609575, loss_t: 0.667798, testing: 0.722222, t2y: 1
seq3, epoch6, step: 510, training: 1, loss_tr: 0.583325, loss_t: 0.684083, testing: 0.722222, t2y: 1
 
The list of Classification Accuracy: [0.83333333333333337, 0.66666666666666663, 0.83333333333333337]
 [1.0, 1.0, 1.0]
 Mean Classification Accuracy is 0.777777777778, and top2 mean accuracy is 1.0
__________________________________________________________________________________________________
 
-------------------------------------------------------------------------
---------------------------- RUN 2 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.125, loss_tr: 2.97331, loss_t: 2.62747, testing: 0.166667, t2y: 0.333333
seq1, epoch0, step: 10, training: 0.1875, loss_tr: 2.77956, loss_t: 2.33894, testing: 0.166667, t2y: 0.5
seq1, epoch0, step: 20, training: 0.1875, loss_tr: 2.48391, loss_t: 2.06931, testing: 0.222222, t2y: 0.333333
seq1, epoch0, step: 30, training: 0.25, loss_tr: 2.17794, loss_t: 1.74568, testing: 0.333333, t2y: 0.5
seq1, epoch0, step: 40, training: 0.3125, loss_tr: 2.22624, loss_t: 1.63875, testing: 0.388889, t2y: 0.833333
seq1, epoch0, step: 50, training: 0.625, loss_tr: 2.23364, loss_t: 1.52245, testing: 0.444444, t2y: 0.666667
seq1, epoch0, step: 60, training: 0.3125, loss_tr: 2.41189, loss_t: 1.43837, testing: 0.444444, t2y: 0.833333
seq1, epoch0, step: 70, training: 0.625, loss_tr: 2.19012, loss_t: 1.43086, testing: 0.5, t2y: 0.666667
seq1, epoch1, step: 80, training: 0.6875, loss_tr: 2.16118, loss_t: 1.37253, testing: 0.5, t2y: 0.833333
seq1, epoch1, step: 90, training: 0.5625, loss_tr: 1.82366, loss_t: 1.28193, testing: 0.444444, t2y: 1
seq1, epoch1, step: 100, training: 0.375, loss_tr: 1.63826, loss_t: 1.19158, testing: 0.388889, t2y: 0.666667
seq1, epoch1, step: 110, training: 0.5, loss_tr: 1.42337, loss_t: 1.17291, testing: 0.388889, t2y: 0.833333
seq1, epoch1, step: 120, training: 0.25, loss_tr: 1.54456, loss_t: 1.19673, testing: 0.388889, t2y: 0.833333
seq1, epoch1, step: 130, training: 0.6875, loss_tr: 1.65346, loss_t: 1.13482, testing: 0.444444, t2y: 0.833333
seq1, epoch1, step: 140, training: 0.875, loss_tr: 1.58136, loss_t: 1.03532, testing: 0.444444, t2y: 0.833333
