Mon Apr  3 00:40:11 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 1
****************************************
step 0, training: 0, testing: 0.166667, anv: 0.0166667, best 0.0166667 
step 380, training: 0.8, testing: 0.857143, anv: 0.742857, best 0.742857 
step 400, training: 0.666667, testing: 0.857143, anv: 0.757143, best 0.757143 
step 420, training: 0.466667, testing: 0.857143, anv: 0.785714, best 0.785714 
step 440, training: 0.466667, testing: 0.571429, anv: 0.771429, best 0.785714 
step 460, training: 0.933333, testing: 0.857143, anv: 0.8, best 0.8 
step 480, training: 0.8, testing: 0.857143, anv: 0.814286, best 0.814286 
step 500, training: 0.666667, testing: 0.857143, anv: 0.828571, best 0.828571 
step 520, training: 0.933333, testing: 0.857143, anv: 0.828571, best 0.828571 
step 540, training: 0.8, testing: 0.857143, anv: 0.828571, best 0.828571 
step 560, training: 0.933333, testing: 0.857143, anv: 0.828571, best 0.828571 
step 580, training: 0.866667, testing: 0.857143, anv: 0.828571, best 0.828571 
step 600, training: 1, testing: 0.857143, anv: 0.828571, best 0.828571 
step 620, training: 0.733333, testing: 0.857143, anv: 0.828571, best 0.828571 
step 640, training: 0.8, testing: 0.857143, anv: 0.857143, best 0.857143 
step 660, training: 0.8, testing: 0.857143, anv: 0.857143, best 0.857143 
step 680, training: 0.933333, testing: 0.857143, anv: 0.857143, best 0.857143 
step 700, training: 0.8, testing: 0.857143, anv: 0.857143, best 0.857143 
step 720, training: 0.933333, testing: 1, anv: 0.871429, best 0.871429 
step 740, training: 1, testing: 0.857143, anv: 0.871429, best 0.871429 
step 760, training: 0.933333, testing: 1, anv: 0.885714, best 0.885714 
step 780, training: 0.733333, testing: 1, anv: 0.9, best 0.9 
step 800, training: 0.933333, testing: 1, anv: 0.914286, best 0.914286 
step 820, training: 1, testing: 1, anv: 0.928571, best 0.928571 
step 840, training: 0.933333, testing: 1, anv: 0.942857, best 0.942857 
step 860, training: 1, testing: 1, anv: 0.957143, best 0.957143 
step 880, training: 1, testing: 1, anv: 0.971429, best 0.971429 
step 900, training: 1, testing: 1, anv: 0.985714, best 0.985714 
step 920, training: 0.866667, testing: 1, anv: 0.985714, best 0.985714 
step 940, training: 1, testing: 1, anv: 1, best 1 
 
****************************************
current sequence is 9
****************************************
step 0, training: 0, testing: 0.166667, anv: 0.0166667, best 0.0166667 
step 20, training: 0.2, testing: 0.333333, anv: 0.05, best 0.05 
step 40, training: 0.266667, testing: 0.333333, anv: 0.0833333, best 0.0833333 
step 60, training: 0.2, testing: 0.333333, anv: 0.116667, best 0.116667 
step 80, training: 0.266667, testing: 0.333333, anv: 0.15, best 0.15 
step 100, training: 0.6, testing: 0.333333, anv: 0.183333, best 0.183333 
step 120, training: 0.466667, testing: 0.333333, anv: 0.216667, best 0.216667 
step 140, training: 0.466667, testing: 0.333333, anv: 0.25, best 0.25 
step 160, training: 0.466667, testing: 0.333333, anv: 0.283333, best 0.283333 
step 180, training: 0.6, testing: 0.333333, anv: 0.316667, best 0.316667 
step 200, training: 0.466667, testing: 0.333333, anv: 0.333333, best 0.333333 
step 220, training: 0.6, testing: 0.666667, anv: 0.366667, best 0.366667 
step 240, training: 0.4, testing: 0.5, anv: 0.383333, best 0.383333 
step 260, training: 0.6, testing: 0.666667, anv: 0.416667, best 0.416667 
step 280, training: 0.666667, testing: 0.5, anv: 0.433333, best 0.433333 
step 300, training: 0.8, testing: 0.5, anv: 0.45, best 0.45 
step 320, training: 0.8, testing: 0.5, anv: 0.466667, best 0.466667 
step 340, training: 0.533333, testing: 0.666667, anv: 0.5, best 0.5 
step 360, training: 0.8, testing: 0.666667, anv: 0.533333, best 0.533333 
step 380, training: 0.733333, testing: 0.666667, anv: 0.566667, best 0.566667 
step 400, training: 0.4, testing: 0.666667, anv: 0.6, best 0.6 
step 420, training: 0.866667, testing: 0.666667, anv: 0.6, best 0.6 
step 440, training: 0.533333, testing: 0.666667, anv: 0.616667, best 0.616667 
step 460, training: 0.6, testing: 0.5, anv: 0.6, best 0.616667 
step 480, training: 0.933333, testing: 0.833333, anv: 0.633333, best 0.633333 
step 500, training: 0.733333, testing: 1, anv: 0.683333, best 0.683333 
step 520, training: 0.933333, testing: 1, anv: 0.733333, best 0.733333 
step 540, training: 0.8, testing: 0.666667, anv: 0.733333, best 0.733333 
step 560, training: 0.8, testing: 1, anv: 0.766667, best 0.766667 
step 580, training: 0.933333, testing: 0.666667, anv: 0.766667, best 0.766667 
step 600, training: 0.8, testing: 0.833333, anv: 0.783333, best 0.783333 
step 620, training: 0.933333, testing: 0.833333, anv: 0.8, best 0.8 
step 640, training: 0.8, testing: 1, anv: 0.833333, best 0.833333 
step 660, training: 0.666667, testing: 1, anv: 0.883333, best 0.883333 
step 680, training: 0.733333, testing: 0.833333, anv: 0.883333, best 0.883333 
step 700, training: 0.8, testing: 0.833333, anv: 0.866667, best 0.883333 
step 720, training: 1, testing: 0.833333, anv: 0.85, best 0.883333 
step 740, training: 1, testing: 0.833333, anv: 0.866667, best 0.883333 
step 760, training: 0.933333, testing: 1, anv: 0.866667, best 0.883333 
step 780, training: 0.933333, testing: 1, anv: 0.9, best 0.9 
step 800, training: 0.8, testing: 1, anv: 0.916667, best 0.916667 
step 820, training: 0.8, testing: 1, anv: 0.933333, best 0.933333 
step 840, training: 1, testing: 1, anv: 0.933333, best 0.933333 
step 860, training: 0.866667, testing: 1, anv: 0.933333, best 0.933333 
step 880, training: 1, testing: 1, anv: 0.95, best 0.95 
step 900, training: 0.866667, testing: 1, anv: 0.966667, best 0.966667 
step 920, training: 1, testing: 1, anv: 0.983333, best 0.983333 
step 940, training: 0.933333, testing: 1, anv: 1, best 1 
 
****************************************
current sequence is 10
****************************************
step 0, training: 0.2, testing: 0.166667, anv: 0.0166667, best 0.0166667 
step 20, training: 0.4, testing: 0.166667, anv: 0.0333333, best 0.0333333 
step 40, training: 0.333333, testing: 0.333333, anv: 0.0666667, best 0.0666667 
step 60, training: 0.2, testing: 0.166667, anv: 0.0833333, best 0.0833333 
step 80, training: 0.266667, testing: 0.666667, anv: 0.15, best 0.15 
step 100, training: 0.333333, testing: 0.5, anv: 0.2, best 0.2 
step 120, training: 0.266667, testing: 0.333333, anv: 0.233333, best 0.233333 
step 140, training: 0.333333, testing: 0.5, anv: 0.283333, best 0.283333 
step 160, training: 0.333333, testing: 0.5, anv: 0.333333, best 0.333333 
step 180, training: 0.333333, testing: 0.333333, anv: 0.366667, best 0.366667 
step 200, training: 0.466667, testing: 0.833333, anv: 0.433333, best 0.433333 
step 220, training: 0.733333, testing: 0.5, anv: 0.466667, best 0.466667 
step 240, training: 0.6, testing: 0.833333, anv: 0.516667, best 0.516667 
step 260, training: 0.466667, testing: 0.666667, anv: 0.566667, best 0.566667 
step 280, training: 0.533333, testing: 0.833333, anv: 0.583333, best 0.583333 
step 300, training: 0.466667, testing: 0.833333, anv: 0.616667, best 0.616667 
step 320, training: 0.533333, testing: 0.666667, anv: 0.65, best 0.65 
step 340, training: 0.733333, testing: 0.833333, anv: 0.683333, best 0.683333 
step 360, training: 0.8, testing: 1, anv: 0.733333, best 0.733333 
step 380, training: 0.866667, testing: 0.833333, anv: 0.783333, best 0.783333 
step 400, training: 0.733333, testing: 0.666667, anv: 0.766667, best 0.783333 
step 420, training: 0.8, testing: 0.833333, anv: 0.8, best 0.8 
step 440, training: 0.866667, testing: 0.833333, anv: 0.8, best 0.8 
step 460, training: 0.933333, testing: 0.666667, anv: 0.8, best 0.8 
step 480, training: 0.933333, testing: 1, anv: 0.816667, best 0.816667 
step 500, training: 0.733333, testing: 1, anv: 0.833333, best 0.833333 
step 520, training: 0.866667, testing: 0.833333, anv: 0.85, best 0.85 
step 540, training: 0.8, testing: 0.833333, anv: 0.85, best 0.85 
step 560, training: 0.8, testing: 0.666667, anv: 0.816667, best 0.85 
step 580, training: 0.8, testing: 1, anv: 0.833333, best 0.85 
step 600, training: 1, testing: 0.833333, anv: 0.85, best 0.85 
step 620, training: 0.866667, testing: 0.833333, anv: 0.85, best 0.85 
step 640, training: 0.933333, testing: 1, anv: 0.866667, best 0.866667 
step 660, training: 1, testing: 1, anv: 0.9, best 0.9 
step 680, training: 0.666667, testing: 0.833333, anv: 0.883333, best 0.9 
step 700, training: 0.8, testing: 1, anv: 0.883333, best 0.9 
step 720, training: 0.8, testing: 1, anv: 0.9, best 0.9 
step 740, training: 1, testing: 1, anv: 0.916667, best 0.916667 
step 760, training: 0.933333, testing: 0.833333, anv: 0.933333, best 0.933333 
step 780, training: 1, testing: 1, anv: 0.933333, best 0.933333 
step 800, training: 0.933333, testing: 1, anv: 0.95, best 0.95 
step 820, training: 1, testing: 1, anv: 0.966667, best 0.966667 
step 840, training: 0.933333, testing: 1, anv: 0.966667, best 0.966667 
step 860, training: 0.933333, testing: 1, anv: 0.966667, best 0.966667 
step 880, training: 1, testing: 0.833333, anv: 0.966667, best 0.966667 
step 900, training: 0.933333, testing: 0.833333, anv: 0.95, best 0.966667 
step 920, training: 1, testing: 1, anv: 0.95, best 0.966667 
step 940, training: 0.933333, testing: 1, anv: 0.95, best 0.966667 
step 960, training: 1, testing: 1, anv: 0.966667, best 0.966667 
step 980, training: 0.933333, testing: 1, anv: 0.966667, best 0.966667 
step 1000, training: 0.933333, testing: 1, anv: 0.966667, best 0.966667 
step 1020, training: 0.933333, testing: 1, anv: 0.966667, best 0.966667 
step 1040, training: 1, testing: 1, anv: 0.966667, best 0.966667 
step 1060, training: 1, testing: 1, anv: 0.966667, best 0.966667 
step 1080, training: 0.933333, testing: 1, anv: 0.983333, best 0.983333 
step 1100, training: 1, testing: 1, anv: 1, best 1 
 
